# t_us, mag_frd_x [uT], mag_frd_y [uT], mag_frd_z [uT]
42730000,-3.97545,26.1327,12.9933
42830002,-4.01929,25.475,13.0956
42930385,-4.19468,26.045,12.584
43030001,-3.97545,25.5481,13.2271
43130100,-4.29699,25.6942,12.1017
43230299,-4.32622,26.235,12.3794
43330001,-4.53084,25.2996,11.3125
43430002,-3.71236,25.5773,12.3502
43530214,-4.09237,25.7819,12.3356
43630000,-4.22391,25.285,12.1163
43730001,-4.22391,25.6212,12.2625
43830129,-4.00468,25.6212,12.9348
43930000,-4.18006,25.9135,12.7302
44030003,-4.38468,25.6942,12.4963
44130045,-4.73546,25.3727,12.6425
44230000,-4.63315,26.3081,12.3648
44330404,-4.56007,25.8842,12.511
44430001,-4.2093,25.285,12.5548
44530002,-3.81467,26.0304,12.8325
44630317,-4.28237,25.8404,11.824
44729999,-4.16545,25.3727,12.1456
44830000,-4.18006,25.8404,11.6048
44930325,-3.94621,25.7819,11.7948
45030000,-4.37007,25.5481,11.824
45130000,-3.91698,25.7527,12.3794
45230279,-4.26776,26.0012,11.634
45330001,-4.3993,26.0012,12.5694
45429999,-3.84391,25.3727,11.5756
45530064,-3.72698,25.6796,12.2917
45630001,-4.13622,26.0889,12.3794
45730422,-3.96083,25.5189,12.4963
45830001,-4.22391,25.8404,11.7071
45930001,-4.01929,25.475,12.321
46030340,-3.87314,25.665,12.8764
46130000,-4.10699,25.2412,12.4963
46230002,-3.90237,25.8112,13.1687
46330316,-4.07775,25.4458,11.9263
46430002,-4.07775,25.5919,12.511
46530000,-3.66852,26.0012,12.0286
46630242,-3.97545,25.8696,12.8325
46730003,-3.72698,25.3435,12.7594
46830003,-4.06314,25.3873,12.131
46932194,-4.32622,25.5189,12.5256
47032214,-3.84391,24.8319,12.1163
47132000,-3.81467,25.2996,12.5987
47232002,-3.90237,25.4019,11.8094
47332047,-3.91698,25.5773,12.1017
47432001,-4.09237,25.0512,12.0725
47532413,-4.23853,25.3873,11.4586
47632001,-3.90237,25.9719,12.0433
47732001,-4.25314,25.1827,12.2625
47832321,-4.00468,26.1181,11.6194
47932001,-4.1216,26.1327,12.3063
48032002,-4.15083,26.2058,12.1456
48132240,-4.48699,25.8696,12.2333
48231999,-4.34084,25.9281,12.4087
48332001,-4.19468,25.3727,12.204
48432152,-3.99006,25.5481,11.8971
48532001,-3.66852,25.6796,12.1894
48632000,-3.81467,25.5627,12.5256
48732072,-3.7416,25.1535,11.9117
48832002,-3.84391,25.8404,11.3271
48932429,-4.22391,25.1973,11.8386
49032001,-4.04852,26.1181,12.6133
49132001,-3.82929,25.5919,12.5256
49232341,-3.82929,25.0512,12.3356
49332001,-3.56621,25.7235,12.8617
49432000,-4.10699,25.3289,12.394
49532253,-3.68313,25.2265,12.5402
49632000,-3.77083,25.5335,11.634
49732002,-3.36159,26.0012,12.3502
49832170,-3.52236,25.6212,12.584
49932000,-3.94621,25.8258,12.5694
50032002,-3.90237,26.0158,12.8617
50132130,-4.10699,25.1973,12.3794
50232000,-3.7416,25.6504,12.4525
50332447,-4.28237,25.8696,12.3063
50432000,-4.32622,25.9427,11.9702
50532002,-4.37007,25.665,12.5402
50632358,-4.34084,25.6358,12.6133
50732002,-3.91698,25.6358,12.6133
50832001,-4.06314,25.6212,12.4087
50932277,-4.3116,25.3873,12.204
51032002,-4.38468,25.6504,12.2333
51132002,-4.19468,25.5773,12.2771
51232190,-4.00468,25.9427,12.584
51332001,-4.5893,25.5042,13.1833
51432002,-4.2093,26.1766,12.2333
51532111,-3.87314,26.1619,13.0225
51632001,-3.7416,25.7527,13.154
51732512,-4.34084,25.7819,13.0079
51832023,-3.62467,25.5335,12.1163
51932000,-4.06314,25.7381,12.7302
52032384,-4.07775,25.5627,13.154
52132000,-4.1216,25.4165,12.584
52232003,-4.19468,26.0889,12.9056
52332305,-3.84391,25.5189,12.9348
52432000,-4.1216,25.7381,13.3733
52532000,-4.06314,25.4458,13.1102
52632216,-3.9316,25.5335,12.9056
52732000,-4.53084,25.7819,12.6425
52832000,-4.16545,25.9427,13.1102
52932134,-3.99006,25.8842,11.941
53032000,-3.9316,25.6504,12.5256
53132000,-4.26776,25.4604,12.4379
53232048,-4.19468,25.285,13.0664
53332002,-3.99006,25.2704,12.8764
53432406,-3.9316,25.1827,12.4525
53532000,-3.6539,25.0658,12.5694
53632003,-4.07775,25.7527,13.1394
53732321,-4.1216,25.6942,13.2417
53832002,-4.18006,25.0512,12.5548
53932002,-4.45776,25.7819,12.511
54032238,-4.41391,25.5042,12.8325
54132002,-3.85852,25.7089,12.7594
54232000,-4.2093,25.4019,12.5987
54332152,-3.80006,25.9281,12.8033
54432001,-3.75621,25.4604,12.4525
54532002,-3.81467,25.8696,12.5402
54632070,-4.53084,25.2996,12.0725
54732002,-4.10699,25.4312,13.081
54832427,-3.77083,25.8404,12.394
54932029,-4.13622,25.7673,12.3356
55032002,-4.25314,25.5481,12.3356
55132345,-3.66852,25.855,12.3502
55232000,-4.03391,25.8842,11.9994
55332000,-4.41391,26.0012,11.8533
55432260,-4.03391,26.0158,12.5256
55532000,-4.16545,25.4896,11.9263
55632002,-3.87314,25.7673,12.0725
55732416,-3.6539,25.7819,12.1748
55832000,-3.88775,25.7381,13.0225
55932000,-3.96083,25.5773,12.6717
56032352,-3.82929,25.3289,12.2625
56132002,-3.85852,25.2558,12.014
56232575,-3.84391,26.0304,13.5194
56332008,-4.34084,25.665,12.4379
56432001,-4.04852,25.665,13.1248
56532408,-3.39082,25.6504,12.4525
56632002,-4.34084,25.8112,12.1456
56732000,-3.97545,25.4896,12.1163
56832283,-4.75007,25.6212,12.3063
56932002,-3.82929,25.4896,12.321
57032000,-3.84391,25.1242,12.1894
57132261,-4.22391,25.7235,11.8386
57232001,-4.03391,25.475,12.131
57332001,-3.66852,25.665,12.6863
57432186,-3.56621,25.5627,11.9994
57532002,-4.03391,25.7966,12.4379
57631999,-3.75621,25.7966,12.511
57734142,-4.01929,25.5189,12.4087
57834211,-3.90237,25.9281,12.7156
57934000,-3.90237,25.4604,12.7156
58034435,-3.52236,25.5627,12.5402
58134001,-3.69775,25.4019,12.7156
58234001,-3.87314,26.045,12.9056
58334349,-4.25314,25.7673,13.3148
58433999,-3.9316,25.4165,12.2771
58534001,-3.87314,25.5919,12.0725
58634268,-3.90237,25.8696,13.0079
58734003,-3.78544,25.2265,13.1248
58833999,-3.72698,25.9866,12.204
58934184,-3.4639,26.0158,11.941
59034002,-3.77083,25.4312,13.1102
59134001,-3.1862,25.4312,12.3502
59234100,-4.07775,25.9719,12.6279
59333999,-3.82929,26.0596,12.7156
59434459,-3.87314,25.3142,11.9848
59534021,-4.01929,25.7966,12.891
59634001,-4.16545,25.7089,11.824
59734372,-3.97545,25.7381,12.7156
59833999,-3.36159,25.6796,12.964
59934002,-3.78544,25.5481,12.2771
60034292,-3.37621,25.5042,13.0225
60134000,-4.10699,25.7819,12.964
60234002,-3.34697,25.7527,12.5987
60334211,-3.94621,25.1388,12.2917
60434002,-3.94621,25.4604,12.7156
60534002,-4.35545,25.095,12.3502
60634123,-3.87314,25.2412,12.5987
60734001,-4.32622,24.9927,12.3794
60834001,-3.91698,25.5335,12.3063
60934040,-3.78544,25.285,12.0871
61034002,-3.87314,25.7089,12.4525
61134399,-3.94621,25.6796,12.2479
61234002,-3.53698,25.6212,12.1017
61334001,-4.00468,25.7966,12.2333
61434315,-3.59544,25.6942,12.7302
61534000,-3.78544,25.2704,12.8471
61634003,-3.78544,25.2558,12.4087
61734229,-4.07775,25.4165,12.4817
