# t_us, gyr_frd_x [rad/s], gyr_frd_y [rad/s], gyr_frd_z [rad/s], acc_frd_x [m/s^2], acc_frd_y [m/s^2], acc_frd_z [m/s^2]  -- block-averaged from 783 Hz by 8 (inslib_decimate_dataset.py)
2021652631,6.66156226e-05,0.00263131699,-0.00223162326,0.0697311233,-0.0197521637,-9.87338837
2021662587,0.00113246555,0.00289777949,-0.00136562024,0.0646434448,-0.017357962,-9.87458547
2021672543,0.00149885146,0.00433001531,-0.00246477799,0.0655412704,-0.0200514389,-9.87338837
2021682498,0.00026646248,0.00442993873,-0.00239816233,0.0652419952,-0.0137666595,-9.86770214
2021692454,0.000899310878,0.00416347629,-0.00223162329,0.0727238754,-0.0185550629,-9.86949779
2021703655,0.00109915774,0.00399693728,-0.00243147014,0.0724246002,-0.0182557876,-9.86979707
2021713610,0.00169869832,0.00329747322,-0.00239816231,0.0727238754,-0.0188543381,-9.87488475
2021723566,0.00116577334,0.00319754982,-0.00216500764,0.0676361969,-0.0155623108,-9.86830069
2021733522,0.00149885146,0.00309762637,-0.00159877489,0.0778115539,-0.015861586,-9.86201591
2021743478,0.00109915774,0.00329747323,-0.00233154669,0.070628949,-0.0149637604,-9.87099417
2021754678,0.00119908118,0.0029310873,-0.00253139356,0.0769137283,-0.0188543381,-9.86201591
2021764634,0.00136562019,0.00166539051,-0.00283116385,0.0676361969,-0.0218470901,-9.86770214
2021774590,0.00186523735,0.00296439507,-0.00196516078,0.0655412704,-0.017357962,-9.86800142
2021784546,0.000999234302,0.00323085763,-0.00199846859,0.0688332977,-0.0164601364,-9.8730891
2021794502,0.000799387441,0.0033640889,-0.00193185299,0.0685340225,-0.0224456406,-9.87039562
2021805702,0.000732771828,0.00386370601,-0.00199846861,0.06494272,-0.0227449158,-9.87368765
2021815658,0.0019651608,0.00373047475,-0.00229823886,0.072125325,-0.0146644852,-9.86650504
2021825614,0.00189854517,0.00376378253,-0.00263131704,0.0703296738,-0.0293289703,-9.86830069
